OrderID,OrderDate,Product,Revenue,Cost,Quantity,CustomerID,Region,OrderPriority,Discount,Category,Profit
4669,2024-10-01,Keyboard,3986,3688,14,1677,North,Medium,26,Electronics,298
4670,2024-05-05,Laptop,448,3812,6,4017,West,Critical,12,Electronics,-3364
4671,2024-09-30,Printer,1201,2998,11,3912,South,High,26,Electronics,-1797
4672,2024-10-20,Smartphone,3842,986,14,4993,West,Critical,7,Electronics,2856
4673,2024-03-25,Keyboard,3045,390,3,4275,West,Critical,26,Electronics,2655
4674,2024-06-29,Laptop,2266,1340,16,1210,East,Low,29,Electronics,926
4675,2024-09-21,Keyboard,1757,211,16,1398,South,Medium,25,Electronics,1546
4676,2024-11-13,Keyboard,3381,1504,7,2396,North,Critical,11,Electronics,1877
4677,2024-03-31,Smartphone,2037,2174,8,4460,West,Medium,10,Electronics,-137
4678,2024-06-23,Desk,4652,592,4,1257,West,Medium,19,Furniture,4060
4679,2024-02-19,Monitor,2618,343,12,3162,East,Low,12,Electronics,2275
4680,2024-01-21,Mouse,210,3647,12,1333,North,High,15,Electronics,-3437
4681,2024-08-16,Keyboard,4485,3032,10,1348,East,Medium,1,Electronics,1453
4682,2024-01-30,Keyboard,3954,2098,12,3280,South,Low,5,Electronics,1856
4683,2024-07-05,Headphones,3623,3797,11,4580,North,Low,15,Electronics,-174
4684,2024-06-16,Mouse,3227,2882,11,1448,South,Critical,17,Electronics,345
4685,2024-08-19,Smartphone,1875,2653,15,4148,East,Medium,16,Electronics,-778
4686,2024-06-23,Tablet,3974,3598,6,1827,North,Low,14,Electronics,376
4687,2024-07-24,Printer,1673,432,11,3655,South,High,6,Electronics,1241
4688,2023-12-24,Keyboard,1226,1177,2,3145,South,Critical,13,Electronics,49
4689,2024-05-07,Monitor,4968,642,9,3615,East,High,6,Electronics,4326
4690,2024-09-20,Printer,3770,3220,11,4701,North,Low,5,Electronics,550
4691,2024-03-01,Mouse,4930,1906,16,1461,South,Critical,11,Electronics,3024
4692,2024-05-11,Printer,3270,1643,13,1499,West,Medium,1,Electronics,1627
4693,2024-06-16,Desk,3309,3047,13,3678,North,Critical,20,Furniture,262
4694,2024-09-22,Keyboard,180,722,18,2061,North,Critical,0,Electronics,-542
4695,2024-06-05,Printer,3612,1764,1,4768,West,High,17,Electronics,1848
4696,2024-12-02,Tablet,1549,3578,10,4429,North,Medium,28,Electronics,-2029
4697,2024-08-31,Tablet,2838,3036,19,2265,North,Low,27,Electronics,-198
4698,2024-05-07,Keyboard,4926,2949,17,2074,West,High,4,Electronics,1977
4699,2024-08-19,Chair,3758,1755,1,4496,East,Medium,20,Furniture,2003
4700,2024-05-19,Tablet,1757,869,1,2998,South,Low,6,Electronics,888
4701,2024-03-18,Printer,1819,2180,17,1126,West,Critical,14,Electronics,-361
4702,2023-12-27,Laptop,1368,2410,15,2126,North,Medium,20,Electronics,-1042
4703,2024-08-02,Tablet,3429,3979,2,2989,South,High,26,Electronics,-550
4704,2024-10-14,Mouse,2823,1840,11,3524,South,Low,5,Electronics,983
4705,2024-03-04,Chair,3040,3560,2,4300,South,Low,1,Furniture,-520
4706,2024-09-10,Printer,3094,3231,9,3770,East,Medium,20,Electronics,-137
4707,2024-01-03,Smartphone,425,782,19,3483,North,Medium,23,Electronics,-357
4708,2024-05-15,Headphones,3086,2211,2,2408,North,Critical,16,Electronics,875
4709,2024-06-25,Smartphone,710,3258,16,1084,South,Low,26,Electronics,-2548
4710,2024-11-27,Desk,1453,2502,9,2382,South,Critical,12,Furniture,-1049
4711,2024-07-10,Headphones,790,1488,4,1785,East,Critical,12,Electronics,-698
4712,2024-05-04,Desk,353,3490,13,3074,East,High,13,Furniture,-3137
4713,2024-07-23,Headphones,1135,966,15,3907,South,High,25,Electronics,169
4714,2024-09-22,Headphones,4931,1371,2,1071,North,Medium,22,Electronics,3560
4715,2024-10-17,Laptop,3229,1723,18,4166,West,Medium,7,Electronics,1506
4716,2024-02-08,Monitor,1260,534,9,3635,East,Medium,14,Electronics,726
4717,2024-01-16,Mouse,3084,2948,1,2449,North,High,10,Electronics,136
4718,2024-11-04,Smartphone,278,2267,3,2029,East,Critical,12,Electronics,-1989
4719,2024-03-04,Tablet,3169,2689,17,2113,North,Critical,20,Electronics,480
4720,2024-10-14,Printer,1904,3512,11,2615,South,High,19,Electronics,-1608
4721,2024-11-14,Chair,317,1999,8,4293,East,Medium,0,Furniture,-1682
4722,2024-06-21,Mouse,2824,81,12,2618,West,Medium,24,Electronics,2743
4723,2024-01-30,Desk,2899,3662,11,4665,South,Critical,1,Furniture,-763
4724,2024-04-10,Laptop,4399,1499,13,1151,East,Low,10,Electronics,2900
4725,2024-03-20,Desk,2184,2689,15,4628,South,Low,13,Furniture,-505
4726,2024-02-17,Monitor,3509,3545,17,2235,West,Low,29,Electronics,-36
4727,2024-09-27,Chair,2319,1435,12,3630,East,Low,4,Furniture,884
4728,2024-11-19,Laptop,1039,3864,19,2286,East,Medium,6,Electronics,-2825
4729,2024-01-22,Desk,4542,2451,11,4983,East,High,23,Furniture,2091
4730,2024-08-14,Monitor,987,2029,10,2405,North,High,15,Electronics,-1042
4731,2024-06-25,Printer,489,3667,17,4641,North,Low,29,Electronics,-3178
4732,2024-06-07,Printer,2408,2452,13,3104,East,High,10,Electronics,-44
4733,2024-10-28,Desk,2057,418,16,3473,South,Critical,25,Furniture,1639
4734,2024-05-08,Mouse,3395,1702,17,2646,South,Low,14,Electronics,1693
4735,2024-02-19,Chair,4180,703,5,1141,East,Medium,3,Furniture,3477
4736,2024-11-19,Keyboard,4866,1919,9,3615,West,Low,9,Electronics,2947
4737,2024-10-01,Mouse,3793,2881,4,2547,West,Critical,0,Electronics,912
4738,2024-02-13,Printer,568,1532,9,2884,West,High,6,Electronics,-964
4739,2023-12-19,Chair,318,2481,16,4086,North,High,11,Furniture,-2163
4740,2024-04-14,Monitor,4783,622,7,2031,North,High,28,Electronics,4161
4741,2024-11-19,Laptop,4235,3569,14,4302,North,Medium,25,Electronics,666
4742,2024-09-09,Headphones,1438,2809,14,2209,North,Low,10,Electronics,-1371
4743,2024-10-03,Desk,1744,3698,7,2076,South,Medium,10,Furniture,-1954
4744,2024-09-01,Smartphone,3323,2582,16,3184,East,Critical,24,Electronics,741
4745,2024-06-01,Chair,1439,112,18,3221,East,Medium,16,Furniture,1327
4746,2024-10-01,Tablet,3915,2396,6,3907,East,Low,29,Electronics,1519
4747,2024-09-16,Monitor,3079,3168,7,1218,South,High,0,Electronics,-89
4748,2024-03-03,Keyboard,2385,443,19,4334,West,High,14,Electronics,1942
4749,2024-11-07,Headphones,3724,2530,8,1254,West,High,22,Electronics,1194
4750,2023-12-26,Tablet,4626,2823,1,1811,North,High,24,Electronics,1803
4751,2024-07-09,Keyboard,550,227,17,1269,North,Medium,20,Electronics,323
4752,2023-12-28,Smartphone,1711,2336,19,2610,South,Low,19,Electronics,-625
4753,2024-11-18,Printer,2149,1742,7,3271,South,Low,21,Electronics,407
4754,2024-07-23,Mouse,152,2375,18,1882,West,Low,24,Electronics,-2223
4755,2024-02-29,Desk,2796,1333,6,1603,East,Medium,17,Furniture,1463
4756,2024-02-23,Laptop,3326,329,6,4205,East,High,20,Electronics,2997
4757,2024-06-16,Keyboard,3135,158,1,2186,South,High,3,Electronics,2977
4758,2024-02-08,Headphones,3587,2575,10,2733,South,Low,28,Electronics,1012
4759,2024-05-30,Chair,1377,1936,8,1700,South,High,18,Furniture,-559
4760,2024-08-19,Printer,2524,2515,7,3967,North,Medium,4,Electronics,9
4761,2024-07-11,Chair,1729,1745,9,1072,East,Critical,13,Furniture,-16
4762,2024-07-12,Headphones,3796,3393,1,1897,South,High,22,Electronics,403
4763,2024-01-07,Chair,2612,236,11,3021,South,Critical,12,Furniture,2376
4764,2024-04-30,Keyboard,4213,2054,3,4789,North,Critical,26,Electronics,2159
4765,2024-07-10,Monitor,3367,323,18,1946,South,Critical,18,Electronics,3044
4766,2024-07-10,Chair,2486,1993,6,1542,East,High,18,Furniture,493
4767,2024-01-13,Mouse,357,1903,11,4965,North,Critical,15,Electronics,-1546
4768,2024-03-28,Smartphone,4046,2036,5,1630,South,High,29,Electronics,2010
4769,2024-09-27,Laptop,1139,3788,4,3842,East,Low,21,Electronics,-2649
4770,2024-09-28,Keyboard,4605,2106,8,2507,East,Medium,20,Electronics,2499
4771,2024-05-06,Tablet,2444,2256,10,1877,North,Critical,18,Electronics,188
4772,2024-11-14,Headphones,4054,2118,3,4742,East,Critical,0,Electronics,1936
4773,2024-12-07,Printer,716,3571,13,2278,North,Low,9,Electronics,-2855
4774,2024-06-13,Keyboard,4213,1245,17,1756,East,Medium,1,Electronics,2968
4775,2024-05-17,Monitor,2284,2421,5,3665,South,Low,14,Electronics,-137
4776,2024-09-18,Printer,1286,1802,8,1197,North,Medium,18,Electronics,-516
4777,2024-10-03,Mouse,1673,2893,19,2450,East,Critical,3,Electronics,-1220
4778,2024-05-26,Headphones,1424,2814,18,3540,North,Medium,20,Electronics,-1390
4779,2024-01-12,Printer,3361,655,1,4703,East,Low,25,Electronics,2706
4780,2024-01-12,Chair,226,307,4,1081,North,Critical,29,Furniture,-81
4781,2024-03-04,Keyboard,1403,3456,18,2331,South,Low,29,Electronics,-2053
4782,2024-09-01,Smartphone,2978,558,14,4853,North,Critical,24,Electronics,2420
4783,2024-08-29,Headphones,675,2163,11,2722,North,High,3,Electronics,-1488
4784,2024-08-10,Desk,2704,1954,9,4859,South,Critical,11,Furniture,750
4785,2024-09-16,Mouse,3658,2394,13,3421,East,Medium,24,Electronics,1264
4786,2024-04-11,Laptop,3765,1910,17,4635,West,Medium,20,Electronics,1855
4787,2024-11-05,Headphones,4324,1955,15,4530,South,Medium,28,Electronics,2369
4788,2024-01-03,Monitor,444,722,2,3548,North,Medium,18,Electronics,-278
4789,2024-04-23,Keyboard,1218,1390,6,1356,South,Medium,22,Electronics,-172
4790,2024-12-02,Chair,247,892,7,2319,South,High,23,Furniture,-645
4791,2024-01-25,Laptop,1018,3246,2,1579,North,Critical,8,Electronics,-2228
4792,2024-09-30,Laptop,3958,2392,13,1299,North,Critical,24,Electronics,1566
4793,2024-08-19,Mouse,3205,254,10,1645,West,High,21,Electronics,2951
4794,2024-04-14,Printer,4814,3524,16,4414,South,High,15,Electronics,1290
4795,2024-10-28,Monitor,2554,3155,9,3167,North,Medium,14,Electronics,-601
4796,2024-12-02,Printer,1326,1947,8,4640,East,Low,8,Electronics,-621
4797,2024-03-03,Chair,4217,1997,15,3233,East,Low,18,Furniture,2220
4798,2024-01-05,Laptop,4368,1986,7,3631,East,Medium,17,Electronics,2382
4799,2024-10-31,Monitor,1319,1869,19,4229,East,High,20,Electronics,-550
4800,2024-12-08,Monitor,1414,97,4,4299,South,Critical,6,Electronics,1317
4801,2024-10-12,Tablet,973,1672,9,1307,South,Low,26,Electronics,-699
4802,2024-08-15,Keyboard,520,3435,19,1233,West,Low,15,Electronics,-2915
4803,2024-01-20,Laptop,3066,1050,2,2034,South,High,14,Electronics,2016
4804,2024-01-30,Laptop,2104,1130,7,3222,North,Medium,22,Electronics,974
4805,2024-06-08,Monitor,4333,1592,19,3820,West,Critical,10,Electronics,2741
4806,2024-11-04,Printer,2101,2933,6,1642,South,Medium,5,Electronics,-832
4807,2024-05-11,Laptop,3004,3256,15,3958,South,Medium,2,Electronics,-252
4808,2024-01-19,Monitor,1198,3173,7,2921,North,Medium,13,Electronics,-1975
4809,2024-06-25,Laptop,3136,1554,6,2025,North,Medium,5,Electronics,1582
4810,2024-07-27,Monitor,1009,1500,1,3808,North,Low,16,Electronics,-491
4811,2024-11-28,Tablet,679,1745,14,2735,East,High,18,Electronics,-1066
4812,2024-03-19,Keyboard,824,1612,1,1181,South,Critical,17,Electronics,-788
4813,2024-11-19,Monitor,409,3855,6,1941,South,Low,19,Electronics,-3446
4814,2024-01-29,Laptop,567,1412,18,1349,South,Critical,15,Electronics,-845
4815,2024-09-12,Chair,1393,1330,17,3686,West,Critical,23,Furniture,63
4816,2024-08-10,Keyboard,2019,2960,2,2405,West,Low,2,Electronics,-941
4817,2024-02-19,Tablet,3277,1366,8,4368,West,Low,5,Electronics,1911
4818,2024-06-16,Monitor,2949,3206,2,2220,West,Critical,25,Electronics,-257
4819,2023-12-13,Chair,984,3048,16,4357,West,Critical,29,Furniture,-2064
4820,2024-11-08,Monitor,2036,3196,4,4627,North,High,16,Electronics,-1160
4821,2024-10-29,Printer,426,1272,2,2545,West,Low,19,Electronics,-846
4822,2024-11-19,Laptop,3610,1735,5,1224,South,Low,4,Electronics,1875
4823,2024-09-16,Headphones,1824,1931,17,2751,East,Critical,20,Electronics,-107
4824,2024-08-26,Mouse,1555,1997,2,2746,South,Critical,15,Electronics,-442
4825,2024-06-12,Smartphone,2704,3896,14,1285,South,Medium,16,Electronics,-1192
4826,2024-05-05,Printer,1060,3229,7,4800,North,Critical,15,Electronics,-2169
4827,2024-05-03,Chair,3527,2277,15,2354,East,Critical,24,Furniture,1250
4828,2024-07-17,Printer,1280,2409,18,4632,South,High,20,Electronics,-1129
4829,2024-01-02,Desk,1227,2624,13,4234,North,Critical,8,Furniture,-1397
4830,2024-03-20,Monitor,3907,3967,12,1192,East,Medium,6,Electronics,-60
4831,2024-09-15,Monitor,2145,1709,2,2168,East,Medium,4,Electronics,436
4832,2024-08-05,Smartphone,1722,1345,12,1670,North,Low,8,Electronics,377
4833,2024-03-15,Smartphone,1978,2143,6,2861,West,Medium,20,Electronics,-165
4834,2024-07-25,Desk,3889,760,1,3739,North,Low,9,Furniture,3129
4835,2024-02-10,Laptop,3228,597,1,3585,North,Critical,24,Electronics,2631
4836,2024-06-29,Mouse,4318,2734,15,1611,West,Medium,20,Electronics,1584
4837,2024-07-04,Headphones,2603,2481,16,1900,North,High,0,Electronics,122
4838,2024-10-13,Headphones,2495,1778,7,2646,North,High,6,Electronics,717
4839,2024-10-30,Tablet,4439,1659,14,4341,North,Medium,20,Electronics,2780
4840,2024-07-24,Tablet,601,2695,19,1050,South,Low,4,Electronics,-2094
4841,2024-07-31,Laptop,2947,625,19,4598,North,Low,5,Electronics,2322
4842,2024-11-26,Tablet,1089,677,13,1127,North,Low,5,Electronics,412
4843,2024-03-19,Tablet,934,2223,12,2675,East,Medium,22,Electronics,-1289
4844,2024-08-07,Desk,3101,2838,1,2777,East,Critical,27,Furniture,263
4845,2024-06-15,Desk,4279,1583,12,2069,East,Critical,14,Furniture,2696
4846,2023-12-18,Tablet,4916,3503,4,1233,North,Critical,7,Electronics,1413
4847,2024-11-15,Printer,3647,154,15,3495,West,Low,0,Electronics,3493
4848,2024-09-15,Keyboard,2605,1567,16,1583,North,Medium,9,Electronics,1038
4849,2024-01-27,Keyboard,1139,1385,15,2466,South,High,26,Electronics,-246
4850,2024-09-26,Laptop,4625,509,8,1502,South,Critical,2,Electronics,4116
4851,2024-01-13,Headphones,508,1031,19,3654,South,Critical,21,Electronics,-523
4852,2024-09-24,Smartphone,4771,741,15,1921,South,Low,15,Electronics,4030
4853,2024-08-17,Laptop,4304,2000,18,1284,North,Critical,0,Electronics,2304
4854,2024-02-14,Tablet,2057,3751,11,2155,East,Medium,15,Electronics,-1694
4855,2024-05-14,Desk,1970,2792,9,2969,North,Critical,13,Furniture,-822
4856,2024-09-17,Monitor,4577,1451,1,2499,North,Low,4,Electronics,3126
4857,2024-09-14,Printer,1053,1847,9,4864,North,Medium,15,Electronics,-794
4858,2024-11-20,Chair,3133,844,12,1935,North,Low,20,Furniture,2289
4859,2024-01-27,Desk,2164,3131,2,3591,West,High,25,Furniture,-967
4860,2023-12-26,Keyboard,2639,85,11,1355,East,Critical,24,Electronics,2554
4861,2024-09-26,Desk,2193,1684,14,2994,East,Medium,10,Furniture,509
4862,2024-03-02,Printer,4360,161,2,2060,South,Medium,17,Electronics,4199
4863,2024-02-14,Smartphone,2291,260,15,2661,North,Critical,6,Electronics,2031
4864,2024-05-03,Tablet,2136,424,18,3185,South,High,24,Electronics,1712
4865,2024-07-03,Monitor,988,3253,14,2445,East,High,7,Electronics,-2265
4866,2024-03-23,Keyboard,4351,3603,12,2468,East,Critical,16,Electronics,748
4867,2024-11-17,Keyboard,4020,1011,10,3659,South,Critical,29,Electronics,3009
4868,2024-02-23,Mouse,4049,3040,14,4313,East,Critical,13,Electronics,1009
4869,2024-05-01,Headphones,4700,962,15,2268,East,Low,16,Electronics,3738
4870,2024-03-01,Smartphone,3458,1559,5,2562,West,Medium,11,Electronics,1899
4871,2024-04-05,Keyboard,820,1439,2,4280,North,Medium,17,Electronics,-619
4872,2024-03-21,Headphones,298,2985,6,4974,North,Critical,0,Electronics,-2687
4873,2024-09-06,Keyboard,422,562,12,3504,East,Low,23,Electronics,-140
4874,2024-04-17,Tablet,2976,994,2,3146,East,Low,6,Electronics,1982
4875,2024-01-21,Headphones,3907,2525,4,4573,West,Medium,5,Electronics,1382
4876,2024-05-18,Printer,4980,3681,7,4208,South,High,14,Electronics,1299
4877,2024-02-09,Mouse,751,2203,16,2210,West,Critical,17,Electronics,-1452
4878,2024-08-07,Tablet,2235,584,1,3083,West,Critical,10,Electronics,1651
4879,2024-11-07,Printer,991,2771,1,1629,South,Low,24,Electronics,-1780
4880,2024-07-10,Monitor,3964,2566,14,3717,East,Medium,28,Electronics,1398
4881,2023-12-14,Smartphone,843,2689,11,2502,North,Low,16,Electronics,-1846
4882,2024-02-14,Smartphone,727,2968,12,1786,West,High,0,Electronics,-2241
4883,2024-10-17,Chair,1611,2523,11,3728,West,Medium,1,Furniture,-912
4884,2023-12-13,Chair,4103,1523,6,3102,North,Critical,6,Furniture,2580
4885,2024-10-27,Headphones,502,3450,12,2494,West,Medium,9,Electronics,-2948
4886,2024-03-14,Smartphone,2516,2585,12,2107,South,Medium,13,Electronics,-69
4887,2024-10-06,Headphones,3706,2534,10,4077,North,Critical,11,Electronics,1172
4888,2024-02-07,Chair,4196,3063,8,1890,North,High,16,Furniture,1133
4889,2024-05-09,Monitor,3804,3853,19,4434,South,Low,13,Electronics,-49
4890,2024-08-27,Keyboard,259,414,7,4927,South,High,18,Electronics,-155
4891,2024-11-27,Printer,1976,741,14,4054,North,High,9,Electronics,1235
4892,2024-06-26,Desk,4995,3006,4,3815,South,High,23,Furniture,1989
4893,2024-06-27,Headphones,4016,1501,1,3965,West,Medium,11,Electronics,2515
4894,2024-07-13,Monitor,1927,3729,8,4781,East,High,6,Electronics,-1802
4895,2024-10-16,Printer,676,3216,5,3035,West,Medium,7,Electronics,-2540
4896,2024-04-11,Smartphone,2776,2529,8,3711,South,Medium,28,Electronics,247
4897,2024-07-08,Keyboard,1508,683,8,3877,West,Low,12,Electronics,825
4898,2024-11-15,Printer,2874,1172,7,1169,East,Low,27,Electronics,1702
4899,2024-10-10,Mouse,1300,1146,19,4831,East,High,5,Electronics,154
4900,2023-12-16,Chair,4808,2598,4,3296,East,Medium,7,Furniture,2210
4901,2024-09-02,Printer,4413,1638,6,1661,South,Critical,4,Electronics,2775
4902,2024-03-30,Desk,2213,567,12,3257,South,Medium,8,Furniture,1646
4903,2024-09-07,Monitor,1673,1486,18,1911,South,Low,25,Electronics,187
4904,2024-11-09,Keyboard,1903,3852,12,3787,East,Critical,10,Electronics,-1949
4905,2024-02-27,Tablet,803,1927,18,4315,South,Medium,12,Electronics,-1124
4906,2024-05-27,Printer,1918,2222,3,3188,North,High,0,Electronics,-304
4907,2024-10-18,Laptop,231,1121,10,1631,West,Medium,6,Electronics,-890
4908,2024-06-02,Desk,1563,729,7,1804,West,Critical,5,Furniture,834
4909,2024-10-02,Desk,952,1931,3,3227,North,High,7,Furniture,-979
4910,2024-10-05,Laptop,3394,2208,19,1919,South,Critical,1,Electronics,1186
4911,2024-11-19,Mouse,3503,762,13,3684,West,Low,16,Electronics,2741
4912,2024-10-21,Tablet,3657,1334,4,3801,East,Low,16,Electronics,2323
4913,2024-06-16,Chair,2606,1842,10,2747,West,Medium,29,Furniture,764
4914,2024-01-21,Monitor,2189,1705,6,4034,West,Medium,17,Electronics,484
4915,2024-06-02,Keyboard,4294,3667,1,2040,West,Low,20,Electronics,627
4916,2024-05-17,Monitor,2214,542,6,4087,South,Critical,6,Electronics,1672
4917,2024-06-07,Tablet,2662,2717,8,1384,North,Critical,14,Electronics,-55
4918,2024-08-26,Monitor,2071,30,15,4412,West,High,12,Electronics,2041
4919,2024-05-11,Laptop,2871,3786,8,1892,East,High,24,Electronics,-915
4920,2024-01-16,Desk,2331,1995,6,4034,West,High,19,Furniture,336
4921,2024-07-21,Monitor,1620,461,19,3816,South,Low,28,Electronics,1159
4922,2024-06-02,Headphones,2022,2468,14,4869,South,Low,24,Electronics,-446
4923,2024-08-15,Printer,4036,1319,2,3003,East,Low,13,Electronics,2717
4924,2024-04-20,Tablet,2294,428,7,1791,West,Medium,26,Electronics,1866
4925,2024-06-21,Mouse,2492,837,8,1045,West,Critical,14,Electronics,1655
4926,2024-04-14,Headphones,763,1309,10,3551,East,Low,2,Electronics,-546
4927,2024-08-25,Laptop,3595,2472,13,4841,North,High,27,Electronics,1123
4928,2024-11-20,Smartphone,272,981,1,4214,South,High,5,Electronics,-709
4929,2024-10-05,Laptop,913,2251,9,4356,North,Low,8,Electronics,-1338
4930,2024-10-31,Mouse,4675,1098,10,4426,North,Low,26,Electronics,3577
4931,2024-02-03,Mouse,1475,884,2,1829,West,Critical,13,Electronics,591
4932,2024-02-25,Headphones,2354,3242,11,3572,East,High,28,Electronics,-888
4933,2024-05-08,Printer,703,2616,5,1978,South,Critical,15,Electronics,-1913
4934,2024-08-25,Tablet,1209,774,18,4904,North,Low,16,Electronics,435
4935,2024-07-14,Chair,1892,2798,7,3604,North,Critical,11,Furniture,-906
4936,2024-07-28,Desk,493,2127,3,3094,West,Medium,3,Furniture,-1634
4937,2024-05-05,Headphones,2515,3162,16,1527,West,Low,4,Electronics,-647
4938,2023-12-26,Mouse,4719,272,15,4965,West,High,10,Electronics,4447
4939,2024-02-13,Smartphone,4486,3370,8,3154,East,High,21,Electronics,1116
4940,2024-01-27,Keyboard,2907,1193,5,4074,South,Critical,10,Electronics,1714
4941,2024-05-29,Mouse,1330,3258,3,1615,South,Low,7,Electronics,-1928
4942,2024-06-26,Printer,3089,2674,5,1965,West,High,27,Electronics,415
4943,2024-01-07,Printer,3845,1649,9,4166,North,Critical,17,Electronics,2196
4944,2024-01-08,Mouse,3687,305,16,2156,West,Critical,5,Electronics,3382
4945,2024-02-20,Printer,3808,3132,14,4993,West,Low,6,Electronics,676
4946,2024-07-24,Headphones,149,37,18,3907,East,High,5,Electronics,112
4947,2024-05-21,Mouse,2136,3893,7,4854,West,High,13,Electronics,-1757
4948,2024-07-14,Mouse,2360,744,15,1200,South,High,19,Electronics,1616
4949,2024-02-21,Tablet,4295,1988,8,3301,West,Low,5,Electronics,2307
4950,2023-12-16,Desk,2787,2110,3,3230,South,Low,3,Furniture,677
4951,2024-07-24,Smartphone,1657,839,11,2173,North,Low,24,Electronics,818
4952,2024-04-16,Printer,3003,3756,18,2572,South,Medium,12,Electronics,-753
4953,2024-09-25,Tablet,4031,3553,15,4028,South,Critical,16,Electronics,478
4954,2024-05-28,Chair,3244,1502,10,3537,West,Medium,11,Furniture,1742
4955,2024-11-25,Chair,4389,957,3,1504,South,Medium,8,Furniture,3432
4956,2024-09-30,Monitor,4732,891,15,3460,South,High,26,Electronics,3841
4957,2024-11-29,Headphones,3142,66,6,2945,North,High,19,Electronics,3076
4958,2024-02-21,Headphones,3012,3760,11,2861,South,Critical,2,Electronics,-748
4959,2024-10-03,Laptop,2712,3841,11,2531,South,Critical,10,Electronics,-1129
4960,2024-04-11,Smartphone,905,2111,19,4722,West,Low,4,Electronics,-1206
4961,2024-01-19,Mouse,2196,484,3,4683,East,High,2,Electronics,1712
4962,2024-03-07,Printer,4975,473,13,1403,West,Medium,16,Electronics,4502
4963,2024-06-29,Smartphone,1436,3338,8,1235,North,Critical,23,Electronics,-1902
4964,2024-08-02,Monitor,1766,241,11,2619,West,Critical,8,Electronics,1525
4965,2024-01-05,Laptop,4201,3922,11,3906,South,Medium,5,Electronics,279
4966,2024-02-26,Tablet,1775,3241,13,4013,East,Low,17,Electronics,-1466
4967,2024-02-01,Smartphone,2003,2779,3,4616,West,High,28,Electronics,-776
4968,2024-07-12,Tablet,234,2685,6,1632,West,High,5,Electronics,-2451
4969,2024-02-10,Chair,571,1759,10,4613,North,Medium,5,Furniture,-1188
4970,2024-03-25,Printer,2361,1011,19,4505,South,Low,21,Electronics,1350
4971,2024-07-08,Monitor,1298,2438,12,2569,West,Medium,9,Electronics,-1140
4972,2024-07-24,Mouse,1708,2381,14,4716,West,High,10,Electronics,-673
4973,2024-06-13,Printer,1052,325,11,3255,East,Medium,13,Electronics,727
4974,2024-01-11,Desk,3277,181,10,1139,North,Medium,11,Furniture,3096
4975,2024-04-20,Headphones,3188,1999,3,1587,South,High,24,Electronics,1189
4976,2024-11-25,Monitor,1978,3324,13,3634,West,High,19,Electronics,-1346
4977,2024-09-28,Smartphone,443,1249,18,2843,East,High,17,Electronics,-806
4978,2024-03-13,Printer,1667,629,13,4378,West,Medium,23,Electronics,1038
4979,2024-09-26,Keyboard,3691,1352,14,3964,West,Medium,21,Electronics,2339
4980,2024-10-01,Headphones,710,1582,14,1966,North,Medium,14,Electronics,-872
4981,2024-06-27,Headphones,4214,1541,7,1569,East,Low,9,Electronics,2673
4982,2024-02-10,Keyboard,369,2288,12,4169,East,Critical,0,Electronics,-1919
4983,2024-05-23,Laptop,2274,261,4,3172,South,Low,14,Electronics,2013
4984,2024-10-24,Laptop,633,2947,16,2983,West,Critical,21,Electronics,-2314
4985,2024-01-29,Keyboard,3650,2772,19,4420,East,High,1,Electronics,878
4986,2024-03-06,Desk,631,3775,10,3181,West,Critical,19,Furniture,-3144
4987,2024-01-19,Chair,3746,396,16,4043,West,Low,1,Furniture,3350
4988,2024-08-31,Keyboard,1817,510,5,2249,South,High,3,Electronics,1307
4989,2024-01-27,Chair,1606,3683,16,2968,South,Critical,22,Furniture,-2077
4990,2024-05-31,Printer,1848,601,1,4783,East,Critical,23,Electronics,1247
4991,2024-01-23,Desk,4256,1232,5,2572,West,Critical,13,Furniture,3024
4992,2024-09-15,Monitor,1048,1537,13,3697,East,Medium,18,Electronics,-489
4993,2024-01-03,Chair,807,1642,13,2743,West,High,13,Furniture,-835
4994,2024-08-13,Headphones,332,3596,3,3753,East,Medium,12,Electronics,-3264
4995,2024-10-08,Printer,4946,1600,17,3615,East,High,0,Electronics,3346
4996,2024-02-28,Headphones,180,959,19,1338,West,Critical,9,Electronics,-779
4997,2024-01-31,Desk,1343,1069,5,1838,North,Critical,13,Furniture,274
4998,2024-09-25,Chair,110,2543,5,3369,South,Low,16,Furniture,-2433
4999,2024-06-13,Tablet,2261,1455,15,4884,West,Critical,25,Electronics,806
5000,2024-02-02,Desk,1598,2371,10,4158,East,Medium,15,Furniture,-773
5001,2023-12-20,Desk,4417,200,12,1094,North,Medium,14,Furniture,4217
5002,2024-05-05,Tablet,1831,1085,11,1195,East,Critical,10,Electronics,746
5003,2024-05-07,Printer,87,2340,1,1191,North,Medium,22,Electronics,-2253
5004,2024-11-11,Chair,3681,1268,3,3703,West,Critical,11,Furniture,2413
5005,2024-02-24,Chair,2714,2036,4,1521,South,Low,0,Furniture,678
5006,2024-02-14,Headphones,523,2635,19,1752,East,Low,2,Electronics,-2112
5007,2024-12-07,Desk,108,218,3,2684,North,Critical,10,Furniture,-110
5008,2024-07-07,Desk,2686,815,18,1987,North,Low,20,Furniture,1871
5009,2024-08-22,Mouse,2664,612,3,4053,South,Critical,10,Electronics,2052
5010,2024-09-27,Monitor,2664,3079,7,2675,East,Medium,4,Electronics,-415
